date	State Line Gauge	Roscoe	Overton	Kearney	Grand Island	Dunning	Saint Paul	North Bend	Louisville
8/9/13	1160	1.3	228	295	393	494	283	2400	3460
8/10/13	1160	1	186	231	298	516	182	2510	3440
8/11/13	1160	2.1	136	169	250	486	175	2420	3450
8/12/13	1160	3.1	129	150	272	482	507	2090	3090
8/13/13	1120	1.5	146	93	297	687	1860	2110	2660
8/14/13	1070	2.4	159	76	236	756	937	2380	2840
8/15/13	1070	2.7	158	58	203	599	1380	3040	2910
8/16/13	1060	1.9	143	49	195	551	2210	3200	3680
8/17/13	1100	1.6	132	36	182	518	1490	3240	3980
8/18/13	1130	1.5	130	30	145	502	1230	4030	3710
8/19/13	1160	1.4	135	28	107	493	1140	3820	4250
8/20/13	1120	1.3	143	24	80	490	1080	2930	4210
8/21/13	1110	1.1	135	21	60	489	936	2990	3430
8/22/13	1190	0.94	113	20	107	508	1020	2680	3290
8/23/13	1160	0.78	107	18	74	492	956	3310	3120
8/24/13	1140	0.64	124	15	50	476	1030	3640	3480
8/25/13	1140	0.49	142	14	42	465	960	3650	3820
8/26/13	1090	0.43	144	13	36	457	782	3170	3990
8/27/13	702	0.37	142	12	32	457	709	2960	3420
8/28/13	515	0.26	133	11	29	452	592	2620	3290
8/29/13	525	0.22	126	9.9	28	458	482	2420	2860
8/30/13	505	0.19	118	8.8	24	460	248	2100	2730
8/31/13	405	0.16	118	7.1	20	509	159	1920	2530
9/1/13	378	0.11	118	5.7	14	478	113	1250	2230
9/2/13	368	0.07	118	3.6	7.8	469	129	1340	1970
9/3/13	630	0.05	114	2.9	0.93	470	272	1120	1520
9/4/13	803	0.03	112	2.5	1.6	465	415	1260	1530
9/5/13	893	0.01	109	2.2	0.03	467	384	1470	1330
9/6/13	979	0	106	2.2	0	463	237	1420	1420
9/7/13	1060	0	125	2.3	0	462	200	1720	1590
9/8/13	1120	0	163	2.4	0	462	181	1270	1620
9/9/13	1150	0	184	2.3	0	467	202	1360	1810
9/10/13	1170	0	170	2.2	0	473	227	1970	1420
9/11/13	1190	0	244	9.1	0	475	313	1980	2390
9/12/13	1210	0	232	51	18	469	353	1590	2440
9/13/13	1190	0	204	61	29	460	284	2130	1870
9/14/13	1170	0	199	30	30	458	293	2190	1480
9/15/13	1120	0	198	21	36	462	313	1810	1810
9/16/13	962	0	189	16	34	458	435	2190	1610
9/17/13	883	0	187	17	37	455	515	2200	1740
9/18/13	838	0	186	19	33	464	549	2190	1760
9/19/13	567	8790	237	22	24	481	617	2200	2030
9/20/13	447	17700	818	63	26	471	804	2320	2280
9/21/13	368	19300	718	390	21	457	743	2220	2130
9/22/13	320	17100	1090	450	16	456	702	2320	2120
9/23/13	303	13300	1880	664	34	460	894	2130	2250
9/24/13	267	10600	4650	1750	66	460	754	2190	2100
9/25/13	241	9580	11500	4480	256	454	788	1810	2190
9/26/13	223	9450	12000	7790	1770	455	886	2190	1890
9/27/13	255	7590	11000	11100	5460	472	738	2200	1790
9/28/13	361	6500	10200	12100	8300	503	1610	2500	2550
9/29/13	361	6040	9700	10900	9520	473	2100	8200	2790
9/30/13	349	5150	9080	10400	9160	467	1480	9140	2420
10/1/13	336	4270	7810	9500	8400	465	1370	11400	7680
10/2/13	327	3890	6500	8220	7940	469	1370	11100	11000
10/3/13	319	3630	5850	7390	8760	480	3010	12400	11600
10/4/13	355	3320	5100	6340	7470	499	3050	21100	17300
10/5/13	345	3000	4340	5320	5560	482	1130	16400	21800
10/6/13	330	2720	3800	4430	4600	439	1090	11800	16500
10/7/13	317	2500	3570	3890	3800	446	791	9550	12000
10/8/13	306	2370	3560	3710	3320	464	849	7900	10200
10/9/13	297	2300	3420	3430	3040	481	755	6670	8490
10/10/13	290	2170	3300	3190	2840	491	744	6450	7490
10/11/13	554	2070	2650	2790	2700	516	726	6330	6800
10/12/13	439	1930	3120	2730	2460	487	739	6080	6670
10/13/13	358	1740	2990	2650	2310	485	732	6140	6500
10/14/13	333	1540	2560	2450	2480	524	868	6470	6770
10/15/13	314	1350	3060	2770	2760	523	2430	8760	7770
10/16/13	312	1260	2920	2490	2700	478	2170	11000	10500
10/17/13	305	1130	2830	2310	2600	489	1450	9360	12900
10/18/13	295	1020	2720	2210	2440	479	1470	7140	10700
10/19/13	287	910	2640	2150	2400	473	1340	6470	8990
10/20/13	281	819	2630	2100	2440	491	1290	6350	8170
10/21/13	275	781	1910	1950	2360	491	1260	5730	7690
10/22/13	271	769	1800	1590	2240	501	1310	5840	7020
10/23/13	265	739	1790	1520	1940	511	1130	5920	6980
10/24/13	261	689	1830	1470	1780	496	1120	5350	7180
10/25/13	259	655	1790	1450	1680	501	1160	4600	6680
10/26/13	253	625	1740	1420	1630	507	1170	4480	6440
10/27/13	250	581	1700	1390	1540	509	1090	4680	5970
10/28/13	249	524	1670	1380	1480	526	1020	4700	6320
10/29/13	249	474	598	1250	1440	515	1010	5160	6560
10/30/13	250	443	368	900	1350	489	1100	4900	7180
10/31/13	248	419	385	700	891	490	1010	5070	6840
11/1/13	245	402	384	577	610	507	935	5850	6980
11/2/13	240	378	590	500	496	486	971	4610	7750
11/3/13	238	351	1320	692	433	497	1130	4040	6920
11/4/13	237	324	2040	1290	425	516	1360	4320	6250
11/5/13	237	333	2370	1880	856	519	1600	4220	6680
11/6/13	233	357	1950	2100	1440	486	1600	5130	7470
11/7/13	231	362	455	1290	1810	485	1540	5400	7600
11/8/13	228	354	388	779	1410	495	1390	5560	8110
11/9/13	225	357	428	696	794	481	1290	5970	7950
11/10/13	217	308	426	622	624	495	1380	5490	7890
11/11/13	214	270	863	551	503	489	1400	4930	7680
11/12/13	214	243	2260	1280	376	458	1450	4520	6690
11/13/13	213	229	1670	1510	665	447	1520	4830	6200
11/14/13	209	218	1330	1480	1330	463	1360	4530	6690
11/15/13	209	206	862	1050	1370	470	1280	4400	6610
11/16/13	209	195	1020	1050	1220	471	1390	4500	6740
11/17/13	206	187	1300	963	1070	464	1460	4600	6630
11/18/13	204	182	737	779	1010	441	1400	4370	6960
11/19/13	204	189	1190	696	1080	456	1410	4400	6850
11/20/13	203	174	716	779	739	462	1170	4090	6860
11/21/13	201	160	997	779	952	442	1110	4050	6920
11/22/13	199	182	1160	696	716	409	1280	3350	6840
11/23/13	197	243	952	622	884	374	1390	3150	6130
11/24/13	197	265	798	551	1040	384	1460	4300	3620
11/25/13	196	271	1640	1280	897	393	1400	3650	6090
11/26/13	194	284	1370	1510	987	416	1410	3690	6580
11/27/13	193	299	896	1480	1320	396	1170	4320	5730
11/28/13	193	288	665	1050	1370	401	1110	4470	6200
11/29/13	192	287	989	1050	1170	398	885	4800	6770
11/30/13	189	280	1410	963	841	389	880	4490	7350
12/1/13	188	279	1080	1280	896	414	1360	3990	7550
12/2/13	188	277	1070	1110	1150	412	1280	4290	7500
12/3/13	188	275	1070	1090	1090	422	1390	4630	7530
12/4/13	188	275	913	1100	884	392	1460	4010	7680
12/5/13	188	275	814	1280	1040	309	1400	3690	7550
12/6/13	188	275	767	1110	897	286	1520	4320	7500
12/7/13	188	275	767	1090	987	302	1360	4470	7530
12/8/13	188	279	767	1100	1320	322	1280	4800	7680
12/9/13	188	279	814	1280	1090	386	1390	4490	7500
12/10/13	188	279	830	1110	884	457	1460	3990	7530
12/11/13	188	280	814	1090	1040	545	1400	4630	7680
12/12/13	188	280	830	1100	896	567	1410	4010	7550
12/13/13	188	280	814	1280	1150	558	1170	3690	7500
12/14/13	188	280	830	1110	1090	559	1110	4290	7500
12/15/13	188	280	767	1090	884	498	1280	4630	7530
12/16/13	184	288	772	1100	1040	499	1170	4010	7680
12/17/13	183	287	772	1110	897	491	1110	3690	7500
12/18/13	181	288	772	1090	987	473	885	4050	6630
12/19/13	178	280	769	1100	1320	476	880	3350	6960
12/20/13	177	280	767	1280	1090	420	1360	3150	6850
12/21/13	174	280	767	1110	987	417	1280	4300	6860
12/22/13	173	280	784	1090	1320	419	1460	3690	7500
12/23/13	171	287	780	1100	1370	384	1400	4290	7530
12/24/13	169	288	772	1090	1170	382	1410	4630	7680
12/25/13	167	288	784	1100	841	400	1410	4010	7500
12/26/13	166	280	784	1110	896	409	1170	3690	6630
12/27/13	164	280	782	1090	1150	409	1110	4050	6960
12/28/13	165	287	762	1090	1090	414	885	4630	6850
12/29/13	163	288	750	1100	884	375	1280	4010	6860
12/30/13	162	280	750	1280	1040	369	1460	3690	7530
12/31/13	162	288	748	1110	896	393	1400	4630	7680
